ID,Location,Mode_of_delivery,Calls_to_customer_care,Rating_of_customer,Cost_of_food,Prior_purchases,Gender_of_customer,Discount_offered,Weight_of_food_in_gms,Reached_on_time
5328,Hitech City,Car,3,2.0,381.0,2.0,F,10,5608,0
5334,Hitech City,Car,3,2.0,237.0,3.0,M,4,5335,0
5335,Gachibowli,Car,5,3.0,166.5,4.0,F,8,4575,0
5337,Secunderabad,Car,6,3.0,349.5,3.0,F,9,4293,1
5338,Khairtabad,Car,4,4.0,306.0,3.0,M,8,5614,0
5340,Hitech City,Auto,5,1.0,243.0,3.0,F,1,5537,0
5350,Khairtabad,Auto,4,1.0,381.0,2.0,M,10,4230,1
5353,Gachibowli,Auto,5,,352.5,2.0,M,9,5549,0
5354,Hitech City,Auto,4,3.0,250.5,,F,1,4621,1
5364,Hitech City,Bike,4,5.0,339.0,,F,5,4833,0
5366,Hitech City,Bike,3,4.0,319.5,3.0,F,4,5996,0
5369,Masab Tank,Bike,3,,262.5,,M,9,5643,1
5370,Hitech City,Bike,4,2.0,295.5,3.0,F,6,5826,0
5372,Hitech City,Bike,4,2.0,385.5,,M,7,5325,1
5376,Hitech City,Bike,3,,406.5,4.0,M,3,5831,1
5377,Gachibowli,Bike,4,4.0,354.0,2.0,F,5,5266,0
5392,Khairtabad,Bike,4,,333.0,2.0,M,7,4343,0
5393,Masab Tank,Bike,2,3.0,385.5,2.0,F,1,5331,1
5394,Hitech City,Bike,5,1.0,279.0,4.0,M,5,5239,0
5402,Hitech City,Bike,5,3.0,367.5,,M,8,4129,1
5403,Secunderabad,Bike,4,5.0,213.0,2.0,F,7,4594,1
5414,Hitech City,Bike,4,5.0,298.5,,F,8,4463,0
5415,Secunderabad,Bike,5,,370.5,3.0,F,3,4698,1
5419,Gachibowli,Bike,5,5.0,313.5,2.0,F,3,4348,0
5420,Hitech City,Bike,5,,334.5,,M,6,5977,0
5423,Masab Tank,Bike,6,5.0,301.5,5.0,M,3,5771,0
5437,Gachibowli,Bike,4,5.0,379.5,2.0,M,8,5652,0
5440,Khairtabad,Bike,4,,297.0,6.0,F,6,5380,0
5441,Masab Tank,Bike,3,1.0,337.5,2.0,M,6,5274,1
5449,Gachibowli,Bike,6,4.0,235.5,,F,9,5354,1
5453,Masab Tank,Bike,3,,202.5,7.0,F,5,4716,0
5454,Hitech City,Car,4,,294.0,5.0,M,7,5380,0
5459,Masab Tank,Car,5,2.0,307.5,3.0,F,3,5182,0
5461,Gachibowli,Car,7,3.0,421.5,4.0,F,4,1480,0
5463,Secunderabad,Car,6,2.0,456.0,4.0,M,2,1256,1
5474,Hitech City,Car,4,5.0,399.0,3.0,M,8,4889,0
5480,Hitech City,Auto,3,,313.5,2.0,M,6,5095,1
5489,Masab Tank,Auto,5,5.0,402.0,3.0,M,2,4459,1
5495,Masab Tank,Auto,3,,360.0,8.0,F,9,4908,0
5501,Masab Tank,Bike,6,,456.0,,M,7,1226,1
5509,Gachibowli,Bike,6,5.0,396.0,,F,4,1822,1
5511,Secunderabad,Bike,6,,457.5,4.0,M,8,1015,0
5515,Gachibowli,Bike,5,3.0,430.5,4.0,M,2,1437,0
5516,Hitech City,Bike,6,5.0,402.0,4.0,M,10,1170,0
5518,Khairtabad,Bike,7,4.0,436.5,4.0,M,4,1248,1
5520,Hitech City,Bike,3,,333.0,2.0,M,9,1321,0
5525,Masab Tank,Bike,5,5.0,456.0,5.0,F,8,1949,1
5526,Hitech City,Bike,6,1.0,390.0,4.0,M,9,1698,1
5536,Khairtabad,Bike,7,1.0,366.0,,F,3,1418,1
5552,Hitech City,Bike,3,5.0,379.5,,M,9,5979,1
5563,Gachibowli,Bike,4,,342.0,,M,1,5573,0
5564,Hitech City,Bike,3,,363.0,2.0,F,10,5559,1
5566,Khairtabad,Bike,4,1.0,259.5,2.0,F,8,4893,0
5574,Hitech City,Bike,5,1.0,180.0,3.0,M,7,4381,1
5578,Khairtabad,Bike,3,1.0,363.0,6.0,M,10,5493,1
5581,Gachibowli,Bike,3,1.0,331.5,4.0,F,8,5971,0
5582,Hitech City,Bike,5,5.0,399.0,2.0,M,7,5712,1
5585,Masab Tank,Bike,3,3.0,390.0,,M,7,5738,0
5589,Secunderabad,Bike,4,4.0,283.5,4.0,F,9,5838,1
5592,Hitech City,Car,2,3.0,301.5,3.0,M,5,5733,1
5594,Hitech City,Car,3,2.0,270.0,,M,10,4024,0
5595,Secunderabad,Car,3,,330.0,3.0,F,6,5572,1
5596,Khairtabad,Car,5,1.0,169.5,3.0,F,6,5509,1
5600,Hitech City,Car,4,4.0,246.0,4.0,F,1,4365,1
5607,Secunderabad,Car,5,,202.5,2.0,M,4,5405,0
5610,Hitech City,Car,4,4.0,357.0,2.0,F,4,4337,1
5611,Gachibowli,Car,2,2.0,238.5,6.0,F,6,4044,0
5612,Hitech City,Car,3,,339.0,2.0,M,3,4208,1
5625,Secunderabad,Auto,5,3.0,214.5,2.0,M,5,5612,1
5626,Khairtabad,Auto,4,2.0,174.0,3.0,F,2,5602,1
5629,Gachibowli,Auto,5,4.0,202.5,2.0,M,5,5834,0
5638,Khairtabad,Bike,3,2.0,322.5,3.0,F,10,4198,1
5639,Masab Tank,Bike,4,1.0,265.5,,F,5,4382,0
5647,Gachibowli,Bike,3,4.0,298.5,,F,6,5207,0
5649,Secunderabad,Bike,3,3.0,348.0,4.0,F,4,4662,1
5655,Secunderabad,Bike,5,,399.0,2.0,M,3,4030,0
5656,Khairtabad,Bike,4,4.0,297.0,2.0,M,2,5725,1
5657,Masab Tank,Bike,4,5.0,216.0,2.0,M,2,4978,0
5658,Hitech City,Bike,4,4.0,325.5,5.0,M,6,5891,1
5663,Masab Tank,Bike,4,2.0,355.5,3.0,M,2,5277,0
5665,Gachibowli,Bike,4,5.0,324.0,4.0,F,1,4458,1
5666,Hitech City,Bike,3,,279.0,3.0,F,4,5501,1
5667,Secunderabad,Bike,5,,420.0,4.0,F,4,5192,0
5669,Masab Tank,Bike,3,2.0,337.5,3.0,M,3,5529,0
5672,Hitech City,Bike,4,2.0,369.0,3.0,F,1,5815,1
5678,Hitech City,Bike,4,,430.5,6.0,M,6,5282,0
5679,Secunderabad,Bike,3,,318.0,2.0,F,3,5761,1
5680,Khairtabad,Bike,3,4.0,307.5,3.0,F,1,5407,0
5681,Masab Tank,Bike,3,1.0,270.0,2.0,M,10,4200,0
5690,Hitech City,Bike,4,4.0,202.5,2.0,M,4,4684,0
5692,Khairtabad,Bike,4,,324.0,2.0,F,5,5059,0
5702,Hitech City,Bike,4,4.0,220.5,4.0,F,8,5882,0
5703,Secunderabad,Bike,4,4.0,282.0,3.0,M,6,4174,1
5705,Masab Tank,Bike,3,1.0,367.5,2.0,F,8,4594,1
5709,Secunderabad,Bike,3,,261.0,3.0,M,3,4132,0
5716,Khairtabad,Bike,4,4.0,268.5,3.0,F,1,5242,1
5717,Masab Tank,Bike,5,,375.0,4.0,M,10,5306,1
5720,Hitech City,Bike,3,1.0,358.5,8.0,M,6,5023,1
5725,Gachibowli,Bike,5,,430.5,,M,4,1509,1
5726,Hitech City,Bike,6,,402.0,4.0,F,7,1274,0
5730,Hitech City,Car,4,,262.5,,F,5,4194,0
5733,Secunderabad,Car,3,4.0,370.5,3.0,M,10,5749,1
5745,Secunderabad,Car,4,,201.0,3.0,F,4,5423,0
5746,Khairtabad,Car,4,3.0,283.5,3.0,F,4,4410,0
5747,Masab Tank,Car,6,5.0,394.5,7.0,M,9,5991,1
5752,Khairtabad,Auto,4,1.0,318.0,2.0,F,7,5864,0
5753,Masab Tank,Auto,4,4.0,354.0,3.0,M,10,4347,1
5756,Hitech City,Auto,6,,463.5,,F,6,1866,1
5757,Secunderabad,Auto,6,1.0,399.0,4.0,F,2,1862,1
5758,Khairtabad,Auto,4,,349.5,4.0,M,7,1861,0
5759,Masab Tank,Auto,5,1.0,430.5,4.0,F,4,1579,0
5760,Hitech City,Auto,6,5.0,402.0,4.0,F,2,1324,0
5767,Gachibowli,Auto,6,1.0,373.5,4.0,M,2,1189,1
5770,Khairtabad,Auto,6,5.0,366.0,4.0,F,4,1648,1
5771,Masab Tank,Auto,4,2.0,358.5,6.0,F,7,1934,0
5773,Gachibowli,Bike,6,4.0,405.0,4.0,F,10,1199,1
5774,Hitech City,Bike,6,5.0,385.5,4.0,F,1,1957,1
5778,Hitech City,Bike,6,5.0,456.0,,M,8,1755,1
5780,Hitech City,Bike,6,,408.0,4.0,M,5,1355,1
5782,Khairtabad,Bike,7,3.0,400.5,4.0,M,7,1384,0
5783,Masab Tank,Bike,6,,376.5,4.0,M,2,1679,0
5789,Masab Tank,Bike,5,3.0,330.0,6.0,F,6,1830,1
5792,Hitech City,Bike,5,1.0,397.5,5.0,F,3,1514,1
5796,Hitech City,Bike,4,5.0,213.0,2.0,F,9,5425,1
5800,Khairtabad,Bike,4,3.0,262.5,3.0,F,2,5208,0
5803,Gachibowli,Bike,3,4.0,280.5,3.0,M,7,5417,0
5804,Hitech City,Bike,4,,214.5,3.0,F,8,4142,1
5815,Gachibowli,Bike,5,2.0,430.5,3.0,F,3,4903,1
5817,Secunderabad,Bike,3,,319.5,3.0,F,6,5535,0
5826,Hitech City,Bike,4,4.0,408.0,3.0,M,9,5458,0
5827,Gachibowli,Bike,3,3.0,229.5,,M,8,5487,0
5828,Hitech City,Bike,4,2.0,369.0,4.0,M,7,5056,1
5833,Gachibowli,Bike,4,3.0,376.5,3.0,M,8,5986,1
5834,Hitech City,Bike,4,2.0,378.0,4.0,F,3,4956,1
5835,Secunderabad,Bike,3,5.0,202.5,2.0,F,4,5275,1
5837,Masab Tank,Bike,4,,252.0,,M,3,4653,1
5838,Hitech City,Bike,2,4.0,349.5,2.0,F,6,4758,0
5843,Masab Tank,Bike,4,,291.0,3.0,F,10,5171,1
5854,Khairtabad,Bike,6,1.0,277.5,4.0,F,10,5254,1
5855,Masab Tank,Bike,5,,408.0,3.0,M,5,4972,0
5860,Khairtabad,Bike,4,4.0,238.5,2.0,M,4,4648,1
5863,Gachibowli,Bike,3,3.0,403.5,3.0,M,4,4309,0
5866,Khairtabad,Car,4,5.0,388.5,,M,4,5344,1
5871,Secunderabad,Car,3,,199.5,3.0,M,6,5464,1
5875,Gachibowli,Car,4,2.0,303.0,3.0,M,8,4575,1
5876,Hitech City,Car,4,3.0,264.0,2.0,F,6,5149,1
5878,Khairtabad,Car,4,3.0,310.5,4.0,M,5,5008,1
5881,Gachibowli,Car,3,5.0,201.0,3.0,F,10,4693,0
5884,Khairtabad,Car,3,,235.5,2.0,F,7,5228,0
5888,Hitech City,Auto,3,2.0,340.5,2.0,M,10,4290,0
5889,Secunderabad,Auto,5,2.0,243.0,,M,7,5477,1
5898,Hitech City,Auto,5,4.0,226.5,5.0,F,1,4122,0
5904,Hitech City,Auto,2,,331.5,5.0,M,4,4034,1
5907,Secunderabad,Auto,3,5.0,381.0,3.0,M,6,4703,0
5910,Hitech City,Bike,4,1.0,297.0,4.0,F,5,5182,0
5911,Gachibowli,Bike,4,,385.5,3.0,F,2,5198,1
5921,Masab Tank,Bike,5,5.0,231.0,,M,3,4669,0
5922,Hitech City,Bike,5,4.0,400.5,,M,4,4053,0
5928,Hitech City,Bike,5,2.0,276.0,3.0,F,8,4581,0
5941,Gachibowli,Bike,4,5.0,318.0,2.0,M,10,4552,0
5944,Khairtabad,Bike,5,,237.0,,M,8,4743,0
5948,Hitech City,Bike,4,1.0,403.5,,F,8,4930,0
5950,Khairtabad,Bike,4,3.0,297.0,7.0,F,1,5315,0
5955,Secunderabad,Bike,4,5.0,201.0,3.0,F,8,5694,0
5961,Secunderabad,Bike,6,1.0,375.0,4.0,M,10,1623,1
5968,Khairtabad,Bike,6,,405.0,4.0,F,7,1079,0
5969,Masab Tank,Bike,6,2.0,385.5,4.0,M,1,1513,0
5972,Hitech City,Bike,6,3.0,303.0,4.0,F,6,4249,0
5977,Gachibowli,Bike,4,2.0,366.0,3.0,F,3,4103,0
5978,Hitech City,Bike,4,2.0,378.0,3.0,F,4,5782,0
5979,Secunderabad,Bike,5,,237.0,2.0,M,4,5736,1
5991,Secunderabad,Bike,3,2.0,229.5,3.0,M,6,4056,0
5995,Gachibowli,Bike,3,5.0,199.5,8.0,F,8,5002,1
6001,Gachibowli,Bike,4,5.0,358.5,6.0,M,4,1451,0
6017,Masab Tank,Car,5,3.0,373.5,4.0,M,1,1014,1
6018,Hitech City,Car,6,3.0,403.5,4.0,M,3,1006,0
6019,Gachibowli,Car,6,5.0,417.0,4.0,F,6,1140,0
6026,Hitech City,Auto,5,3.0,400.5,,M,6,1119,1
6027,Secunderabad,Auto,4,1.0,405.0,5.0,M,9,1280,1
6030,Hitech City,Auto,4,2.0,367.5,5.0,M,8,1122,1
6032,Hitech City,Auto,5,1.0,393.0,5.0,M,1,1488,1
6035,Masab Tank,Auto,7,5.0,387.0,,F,4,1677,1
6040,Khairtabad,Auto,6,,363.0,5.0,F,5,1555,0
6044,Hitech City,Auto,6,2.0,375.0,,F,3,1777,1
6047,Masab Tank,Bike,5,,412.5,5.0,M,9,1373,0
6051,Secunderabad,Bike,6,4.0,406.5,4.0,M,8,1867,0
6054,Hitech City,Bike,6,2.0,439.5,6.0,F,10,1919,1
6060,Hitech City,Bike,3,4.0,252.0,3.0,M,5,5964,0
6062,Hitech City,Bike,3,5.0,406.5,2.0,M,7,4958,0
6063,Secunderabad,Bike,3,4.0,246.0,3.0,F,4,4796,0
6067,Gachibowli,Bike,5,1.0,400.5,4.0,M,5,4440,1
6090,Hitech City,Bike,4,1.0,198.0,6.0,M,8,4902,1
6092,Hitech City,Bike,3,3.0,337.5,4.0,F,9,5468,1
6097,Gachibowli,Bike,4,2.0,234.0,2.0,M,5,4467,1
6102,Hitech City,Bike,4,2.0,292.5,3.0,M,8,5198,0
6103,Gachibowli,Bike,4,,255.0,2.0,M,3,4587,1
6105,Secunderabad,Bike,5,2.0,256.5,6.0,F,5,5981,1
6109,Gachibowli,Bike,2,5.0,283.5,2.0,M,9,5245,0
6122,Hitech City,Bike,5,5.0,354.0,2.0,M,2,5210,0
6124,Khairtabad,Bike,3,,216.0,2.0,M,2,4629,1
6126,Hitech City,Bike,3,2.0,390.0,3.0,M,9,4591,1
6127,Gachibowli,Bike,3,4.0,360.0,3.0,M,8,4410,0
6137,Masab Tank,Bike,3,,265.5,2.0,M,4,4417,0
6138,Hitech City,Bike,3,3.0,252.0,4.0,F,4,4096,1
6150,Hitech City,Car,4,5.0,378.0,2.0,F,6,4147,1
6151,Gachibowli,Car,4,,268.5,3.0,F,3,5495,1
6155,Masab Tank,Car,3,,222.0,3.0,F,7,5685,0
6157,Gachibowli,Car,3,4.0,409.5,4.0,M,4,5361,0
6159,Secunderabad,Car,4,,273.0,3.0,F,2,4473,0
6162,Hitech City,Auto,4,1.0,361.5,3.0,M,6,4558,0
6165,Secunderabad,Auto,3,5.0,226.5,3.0,F,1,4088,0
6171,Secunderabad,Auto,4,,328.5,,M,3,5223,1
6188,Hitech City,Bike,4,,420.0,,M,9,5288,1
6195,Secunderabad,Bike,5,2.0,259.5,,F,9,4307,0
6202,Khairtabad,Bike,4,4.0,376.5,2.0,F,6,4376,0
6203,Masab Tank,Bike,4,2.0,378.0,3.0,M,8,4262,1
6211,Gachibowli,Bike,4,1.0,367.5,3.0,F,5,4523,0
6218,Hitech City,Bike,6,4.0,366.0,4.0,M,1,1130,1
6222,Hitech City,Bike,5,,340.5,,M,6,1667,0
6223,Gachibowli,Bike,7,,414.0,4.0,F,9,1519,1
6225,Secunderabad,Bike,4,2.0,325.5,6.0,F,3,1732,1
6232,Khairtabad,Bike,6,1.0,450.0,,F,2,1790,1
6236,Hitech City,Bike,5,4.0,259.5,4.0,F,8,5284,1
6242,Hitech City,Bike,4,5.0,229.5,2.0,M,1,4492,0
6247,Gachibowli,Bike,3,3.0,189.0,,M,10,4128,0
6256,Khairtabad,Bike,6,5.0,442.5,4.0,M,5,1963,1
6259,Gachibowli,Bike,6,1.0,366.0,4.0,M,5,1867,0
6260,Hitech City,Bike,6,3.0,459.0,4.0,M,10,1372,1
6262,Khairtabad,Bike,4,1.0,397.5,6.0,F,9,1753,1
6272,Hitech City,Bike,5,5.0,348.0,3.0,M,4,1716,1
6276,Hitech City,Car,7,5.0,199.5,5.0,F,3,1544,1
6278,Hitech City,Car,7,,444.0,4.0,M,8,1686,1
6282,Hitech City,Car,6,4.0,430.5,4.0,F,9,1936,1
6283,Gachibowli,Car,6,2.0,376.5,4.0,F,9,1322,1
6285,Secunderabad,Car,5,,373.5,5.0,M,6,1298,0
6286,Khairtabad,Car,5,3.0,366.0,5.0,F,3,1174,0
6295,Gachibowli,Car,7,5.0,375.0,4.0,F,2,1296,0
6302,Hitech City,Auto,5,3.0,367.5,,M,3,1851,0
6305,Masab Tank,Auto,6,,378.0,4.0,F,2,1249,0
6308,Hitech City,Auto,5,3.0,370.5,5.0,M,10,1699,1
6311,Masab Tank,Auto,5,,340.5,5.0,M,9,1917,0
6315,Secunderabad,Auto,5,1.0,454.5,5.0,F,9,1203,0
6322,Khairtabad,Bike,4,3.0,312.0,2.0,F,4,4767,1
6325,Gachibowli,Bike,5,5.0,156.0,,M,2,5235,0
6339,Secunderabad,Bike,3,,231.0,,F,2,4219,0
6351,Secunderabad,Bike,5,4.0,289.5,3.0,M,4,5873,0
6354,Hitech City,Bike,3,1.0,198.0,3.0,F,2,4785,0
6355,Gachibowli,Bike,5,4.0,210.0,4.0,M,3,4018,0
6370,Khairtabad,Bike,3,,231.0,3.0,M,1,5322,1
6374,Hitech City,Bike,3,5.0,309.0,3.0,F,6,4620,1
6376,Khairtabad,Bike,4,5.0,295.5,2.0,M,3,4379,1
6381,Secunderabad,Bike,3,3.0,226.5,3.0,M,7,4611,0
6384,Hitech City,Bike,6,5.0,391.5,5.0,M,1,5442,0
6385,Gachibowli,Bike,3,1.0,249.0,2.0,F,6,5905,1
6387,Secunderabad,Bike,3,2.0,250.5,3.0,M,5,5995,1
6394,Khairtabad,Bike,5,1.0,259.5,,F,4,4242,1
6395,Masab Tank,Bike,4,,330.0,3.0,F,6,4894,1
6397,Gachibowli,Bike,4,,255.0,2.0,M,5,4996,1
6398,Hitech City,Bike,4,3.0,375.0,,F,4,5272,1
6406,Khairtabad,Bike,5,1.0,205.5,4.0,F,1,4042,0
6407,Masab Tank,Bike,4,2.0,318.0,,M,3,5427,1
6409,Gachibowli,Bike,3,,334.5,3.0,F,7,5336,1
6411,Secunderabad,Bike,3,3.0,330.0,3.0,F,6,5269,1
6413,Masab Tank,Car,3,2.0,322.5,2.0,M,7,5988,1
6427,Gachibowli,Car,5,1.0,280.5,2.0,F,7,4792,0
6428,Hitech City,Car,3,5.0,258.0,3.0,M,1,5024,1
6435,Secunderabad,Auto,4,2.0,357.0,2.0,F,9,4937,0
6438,Hitech City,Auto,4,1.0,256.5,4.0,M,2,5082,0
6450,Hitech City,Auto,5,2.0,360.0,3.0,M,7,4744,1
6451,Gachibowli,Auto,3,3.0,208.5,,F,4,5958,1
6452,Hitech City,Auto,3,3.0,376.5,3.0,M,2,5972,0
6455,Masab Tank,Auto,5,5.0,196.5,5.0,F,1,5299,1
6466,Khairtabad,Bike,4,1.0,379.5,4.0,F,1,5621,0
6471,Secunderabad,Bike,3,5.0,405.0,3.0,M,1,4078,1
6475,Gachibowli,Bike,3,1.0,220.5,8.0,M,6,4575,0
6479,Masab Tank,Bike,4,,265.5,6.0,F,3,4392,1
6482,Hitech City,Bike,4,4.0,279.0,7.0,M,9,5418,0
6488,Hitech City,Bike,4,3.0,363.0,2.0,M,3,4811,1
6492,Hitech City,Bike,6,4.0,376.5,4.0,F,10,1568,1
6498,Hitech City,Bike,6,2.0,429.0,4.0,F,3,1959,0
6500,Hitech City,Bike,6,1.0,430.5,4.0,F,1,1581,0
6505,Gachibowli,Bike,7,1.0,396.0,,F,9,1829,1
6507,Secunderabad,Bike,4,,396.0,6.0,F,6,1758,0
6508,Khairtabad,Bike,6,,463.5,4.0,M,9,1771,1
6509,Masab Tank,Bike,5,1.0,447.0,4.0,F,4,1853,0
6511,Gachibowli,Bike,6,2.0,369.0,4.0,M,7,1071,0
6513,Secunderabad,Bike,7,5.0,375.0,4.0,M,1,1690,1
6519,Secunderabad,Bike,4,4.0,399.0,3.0,M,10,5221,0
6529,Gachibowli,Bike,4,5.0,279.0,7.0,F,1,4357,0
6530,Hitech City,Bike,3,3.0,265.5,3.0,M,10,5374,1
6536,Hitech City,Bike,3,2.0,291.0,3.0,F,3,5779,1
6540,Hitech City,Bike,6,2.0,450.0,5.0,M,3,1696,0
6541,Gachibowli,Bike,7,5.0,199.5,5.0,F,7,1239,1
6544,Khairtabad,Bike,6,1.0,391.5,4.0,F,8,1524,0
6546,Hitech City,Bike,6,,447.0,4.0,M,3,1520,0
6548,Hitech City,Bike,6,2.0,376.5,4.0,F,6,1864,0
6551,Masab Tank,Car,5,5.0,366.0,,M,5,1787,0
6554,Hitech City,Car,4,1.0,396.0,6.0,M,7,1007,0
6555,Secunderabad,Car,6,2.0,463.5,4.0,F,6,1335,0
6560,Hitech City,Car,7,,375.0,4.0,M,9,1890,1
6562,Khairtabad,Car,6,2.0,241.5,4.0,F,9,1377,0
6566,Hitech City,Car,5,2.0,388.5,,F,3,1724,1
6568,Khairtabad,Car,6,2.0,433.5,4.0,F,3,1116,0
6583,Gachibowli,Auto,7,2.0,418.5,4.0,F,1,1480,0
6589,Gachibowli,Auto,6,1.0,409.5,,F,6,1524,0
6590,Hitech City,Auto,5,3.0,327.0,5.0,F,6,1278,1
6591,Secunderabad,Auto,5,4.0,400.5,5.0,F,10,1837,1
6592,Khairtabad,Auto,6,2.0,388.5,4.0,M,6,1066,1
6595,Gachibowli,Bike,6,2.0,400.5,4.0,F,1,1935,0
6596,Hitech City,Bike,6,4.0,390.0,,F,10,1927,0
6597,Secunderabad,Bike,7,2.0,391.5,,M,9,1918,1
6599,Masab Tank,Bike,4,3.0,396.0,,M,3,1639,0
6604,Khairtabad,Bike,5,3.0,331.5,6.0,F,3,1960,1
6610,Khairtabad,Bike,5,1.0,400.5,5.0,M,10,1505,0
6614,Hitech City,Bike,5,1.0,414.0,,M,5,1358,1
6624,Hitech City,Bike,3,4.0,240.0,4.0,M,9,4733,1
6630,Hitech City,Bike,2,5.0,270.0,,F,7,4907,1
6642,Hitech City,Bike,5,5.0,202.5,,F,1,4324,1
6645,Secunderabad,Bike,4,3.0,387.0,2.0,F,3,4555,0
6658,Khairtabad,Bike,3,,282.0,2.0,F,2,4336,0
6662,Hitech City,Bike,3,1.0,300.0,2.0,M,8,4337,0
6664,Khairtabad,Bike,2,1.0,214.5,3.0,M,4,4512,0
6666,Hitech City,Bike,4,5.0,235.5,3.0,M,2,5791,1
6676,Khairtabad,Bike,3,3.0,225.0,3.0,M,5,5328,0
6684,Hitech City,Bike,4,,235.5,2.0,M,9,4491,1
6688,Khairtabad,Car,5,,331.5,5.0,M,6,5059,0
6689,Masab Tank,Car,3,1.0,354.0,6.0,F,10,4858,0
6692,Hitech City,Car,6,1.0,388.5,3.0,F,3,5683,0
6693,Secunderabad,Car,4,2.0,285.0,,M,7,4766,0
6696,Hitech City,Car,3,,381.0,3.0,M,5,4946,0
6697,Gachibowli,Car,3,4.0,226.5,4.0,F,1,4587,1
6712,Khairtabad,Auto,4,,276.0,3.0,M,8,4453,1
6717,Secunderabad,Auto,3,5.0,390.0,3.0,M,7,5379,1
6721,Gachibowli,Auto,2,1.0,304.5,3.0,M,6,4234,0
6722,Hitech City,Auto,4,2.0,270.0,4.0,M,9,4329,0
6726,Hitech City,Auto,4,1.0,228.0,3.0,F,3,4250,1
6727,Gachibowli,Auto,4,1.0,397.5,2.0,F,10,5418,1
6739,Gachibowli,Bike,5,5.0,288.0,2.0,M,10,5564,0
6742,Khairtabad,Bike,3,2.0,313.5,2.0,F,2,4635,0
6743,Masab Tank,Bike,4,2.0,300.0,3.0,M,7,4323,0
6747,Secunderabad,Bike,4,5.0,303.0,3.0,M,8,5416,0
6755,Masab Tank,Bike,4,1.0,240.0,5.0,F,10,4018,1
6756,Hitech City,Bike,2,5.0,283.5,3.0,F,5,5320,0
6757,Gachibowli,Bike,4,3.0,358.5,3.0,M,9,5897,1
6770,Hitech City,Bike,5,,292.5,4.0,F,1,4393,1
6772,Khairtabad,Bike,4,4.0,292.5,4.0,M,2,5464,0
6781,Gachibowli,Bike,5,5.0,369.0,3.0,F,9,4107,0
6789,Secunderabad,Bike,3,4.0,375.0,6.0,M,1,4543,1
6799,Gachibowli,Bike,4,,258.0,3.0,F,10,5434,0
6806,Hitech City,Bike,3,1.0,288.0,3.0,F,9,5004,0
6814,Khairtabad,Bike,6,3.0,462.0,5.0,F,4,1118,0
6818,Hitech City,Bike,7,,453.0,4.0,M,6,1632,0
6821,Masab Tank,Bike,4,,409.5,5.0,M,10,1316,0
6825,Secunderabad,Car,5,,360.0,6.0,F,3,1321,0
6827,Masab Tank,Car,5,,372.0,5.0,F,3,1471,1
6833,Masab Tank,Car,5,2.0,373.5,3.0,M,2,4696,0
6835,Gachibowli,Car,4,4.0,283.5,2.0,M,5,4553,0
6842,Hitech City,Car,3,4.0,310.5,2.0,M,6,5852,1
6843,Secunderabad,Car,3,2.0,321.0,2.0,F,7,4938,0
6846,Hitech City,Auto,4,2.0,279.0,2.0,M,2,5604,1
6847,Gachibowli,Auto,4,2.0,375.0,3.0,M,5,4488,1
6849,Secunderabad,Auto,3,5.0,397.5,10.0,M,6,4380,0
6850,Khairtabad,Auto,3,1.0,237.0,7.0,F,6,4166,0
6856,Khairtabad,Auto,6,3.0,427.5,7.0,M,7,5030,1
6858,Hitech City,Auto,3,5.0,363.0,2.0,M,1,5803,1
6866,Hitech City,Auto,6,3.0,399.0,4.0,F,9,1876,0
6870,Hitech City,Bike,4,2.0,409.5,5.0,F,4,1223,1
6871,Gachibowli,Bike,6,3.0,390.0,4.0,F,10,1140,0
6875,Masab Tank,Bike,6,5.0,457.5,4.0,F,9,1072,0
6878,Hitech City,Bike,5,2.0,366.0,6.0,M,5,1702,1
6883,Gachibowli,Bike,5,3.0,334.5,5.0,M,10,1170,1
6884,Hitech City,Bike,5,5.0,412.5,5.0,F,3,1145,0
6886,Khairtabad,Bike,4,,367.5,6.0,F,3,1155,0
6888,Hitech City,Bike,5,,364.5,5.0,M,2,1776,1
6895,Gachibowli,Bike,6,5.0,462.0,4.0,M,2,1125,1
6897,Secunderabad,Bike,6,2.0,436.5,4.0,M,9,1241,1
6903,Secunderabad,Bike,5,2.0,381.0,5.0,M,6,1491,1
6907,Gachibowli,Bike,4,5.0,373.5,5.0,M,3,1530,1
6918,Hitech City,Bike,2,2.0,271.5,2.0,F,6,1324,1
6923,Masab Tank,Bike,4,1.0,439.5,3.0,M,8,1326,1
6925,Gachibowli,Bike,6,,367.5,4.0,F,10,1606,0
6926,Hitech City,Bike,6,4.0,370.5,4.0,M,3,1946,0
6927,Secunderabad,Bike,5,4.0,411.0,5.0,M,7,1371,1
6932,Hitech City,Bike,4,,301.5,3.0,F,6,5616,1
6937,Gachibowli,Bike,4,,286.5,,M,1,4318,1
6943,Gachibowli,Bike,5,,277.5,3.0,M,10,4354,0
6948,Hitech City,Bike,4,1.0,294.0,4.0,F,3,5496,0
6950,Hitech City,Bike,3,4.0,280.5,,F,9,4725,1
6954,Hitech City,Bike,3,1.0,310.5,2.0,F,7,5596,0
6955,Gachibowli,Bike,3,2.0,367.5,2.0,F,7,4692,0
6963,Secunderabad,Car,3,1.0,403.5,,F,7,5107,0
6965,Masab Tank,Car,2,4.0,162.0,,M,5,4874,1
6966,Hitech City,Car,4,,402.0,,F,7,4709,0
6968,Hitech City,Car,4,1.0,253.5,4.0,M,1,5323,0
